,path,ans
180,02310,9
181,02311,9
182,02312,9
183,02313,3
184,02320,11
185,02321,4
186,02322,3
187,02323,9
188,02330,9
189,02331,3
190,02332,9
191,02333,9
192,03000,1
193,03001,1
194,03002,9
195,03003,1
196,03010,4
197,03011,3
198,03012,10
199,03013,3
200,03020,1
201,03021,1
202,03022,1
203,03023,1
204,03030,1
205,03031,2
206,03032,8
207,03033,9
208,03100,3
209,03101,9
210,03102,7
211,03103,9
212,03110,9
213,03111,4
214,03112,9
215,03113,9
216,03120,7
217,03121,9
218,03122,9
219,03123,9
220,03130,9
221,03131,1
222,03132,9
223,03133,1
224,03200,9
225,03201,4
226,03202,9
227,03203,9
228,03210,9
229,03211,5
230,03212,10
231,03213,5
232,03220,5
233,03221,9
234,03222,1
235,03223,9
236,03230,10
237,03231,1
238,03232,10
239,03233,1
240,03300,3
241,03301,9
242,03302,9
243,03303,1
244,03310,5
245,03311,9
246,03312,4
247,03313,9
248,03320,5
249,03321,1
250,03322,1
251,03323,5
252,03330,1
253,03331,1
254,03332,1
255,03333,0
256,10000,10
257,10001,4
258,10002,10
259,10003,1
260,10010,10
261,10011,1
262,10012,9
263,10013,9
264,10020,10
265,10021,4
266,10022,10
267,10023,10
268,10030,1
269,10031,1
270,10032,8
271,10033,1
272,10100,9
273,10101,9
274,10102,5
275,10103,9
276,10110,1
277,10111,10
278,10112,9
279,10113,8
280,10120,1
281,10121,4
282,10122,1
283,10123,0
284,10130,6
285,10131,8
286,10132,8
287,10133,9
288,10200,1
289,10201,1
290,10202,10
291,10203,1
292,10210,9
293,10211,0
294,10212,9
295,10213,1
296,10220,1
297,10221,1
298,10222,9
299,10223,8
300,10230,9
301,10231,1
302,10232,9
303,10233,5
304,10300,4
305,10301,5
306,10302,1
307,10303,5
308,10310,8
309,10311,9
310,10312,9
311,10313,10
312,10320,5
313,10321,9
314,10322,6
315,10323,9
316,10330,10
317,10331,10
318,10332,10
319,10333,10
320,11000,5
321,11001,5
322,11002,1
323,11003,4
324,11010,5
325,11011,4
326,11012,5
327,11013,2
328,11020,9
329,11021,4
330,11022,9
331,11023,0
332,11030,2
333,11031,2
334,11032,2
335,11033,2
336,11100,4
337,11101,2
338,11102,2
339,11103,2
340,11110,2
341,11111,10
342,11112,2
343,11113,2
344,11120,2
345,11121,2
346,11122,2
347,11123,2
348,11130,2
349,11131,5
350,11132,5
351,11133,5
352,11200,1
353,11201,4
354,11202,10
355,11203,4
356,11210,2
357,11211,2
358,11212,2
359,11213,2
360,11220,10
361,11221,10
362,11222,10
363,11223,10
364,11230,2
365,11231,2
366,11232,2
367,11233,2
368,11300,2
369,11301,2
370,11302,2
371,11303,5
372,11310,5
373,11311,5
374,11312,5
375,11313,2
376,11320,2
377,11321,5
378,11322,5
379,11323,5
380,11330,4
381,11331,2
382,11332,2
383,11333,2
384,12000,4
385,12001,1
386,12002,6
387,12003,9
388,12010,9
389,12011,5
390,12012,5
391,12013,0
392,12020,10
393,12021,8
394,12022,10
395,12023,4
396,12030,1
397,12031,9
398,12032,1
399,12033,9
400,12100,6
401,12101,9
402,12102,10
403,12103,1
404,12110,9
405,12111,10
406,12112,9
407,12113,10
408,12120,1
409,12121,10
410,12122,10
411,12123,10
412,12130,9
413,12131,10
414,12132,10
415,12133,1
416,12200,8
417,12201,1
418,12202,8
419,12203,1
420,12210,1
421,12211,6
422,12212,1
423,12213,2
424,12220,1
425,12221,10
426,12222,5
427,12223,10
428,12230,4
429,12231,2
430,12232,5
431,12233,9
432,12300,4
433,12301,10
434,12302,4
435,12303,2
436,12310,10
437,12311,4
438,12312,4
439,12313,4
440,12320,5
441,12321,2
442,12322,5
443,12323,5
444,12330,2
445,12331,2
446,12332,5
447,12333,5
448,13000,10
449,13001,10
450,13002,10
451,13003,10
452,13010,10
453,13011,2
454,13012,10
455,13013,5
456,13020,10
457,13021,10
458,13022,4
459,13023,10
460,13030,10
461,13031,5
462,13032,5
463,13033,2
464,13100,5
465,13101,5
466,13102,2
467,13103,2
468,13110,6
469,13111,2
470,13112,4
471,13113,2
472,13120,2
473,13121,5
474,13122,11
475,13123,11
476,13130,7
477,13131,2
478,13132,11
479,13133,7
480,13200,4
481,13201,5
482,13202,4
483,13203,5
484,13210,5
485,13211,2
486,13212,2
487,13213,2
488,13220,5
489,13221,5
490,13222,5
491,13223,3
492,13230,5
493,13231,4
494,13232,2
495,13233,0
496,13300,2
497,13301,11
498,13302,0
499,13303,0
500,13310,11
501,13311,11
502,13312,0
503,13313,0
504,13320,0
505,13321,0
506,13322,0
507,13323,0
508,13330,4
509,13331,4
510,13332,11
511,13333,0
512,20000,11
513,20001,11
514,20002,11
515,20003,4
516,20010,5
517,20011,1
518,20012,10
519,20013,10
520,20020,11
521,20021,5
522,20022,4
523,20023,9
524,20030,9
525,20031,9
526,20032,1
527,20033,9
528,20100,9
529,20101,5
530,20102,9
531,20103,9
532,20110,1
533,20111,10
534,20112,9
535,20113,10
536,20120,1
537,20121,1
538,20122,1
539,20123,1
540,20130,9
541,20131,9
542,20132,9
543,20133,0
544,20200,1
545,20201,1
546,20202,9
547,20203,9
548,20210,9
549,20211,9
550,20212,9
551,20213,1
552,20220,9
553,20221,9
554,20222,9
555,20223,9
556,20230,1
557,20231,1
558,20232,9
559,20233,1
560,20300,1
561,20301,1
562,20302,1
563,20303,1
564,20310,9
565,20311,9
566,20312,1
567,20313,4
568,20320,9
569,20321,9
570,20322,9
571,20323,1
572,20330,1
573,20331,1
574,20332,1
575,20333,10
576,21000,9
577,21001,10
578,21002,1
579,21003,9
580,21010,10
581,21011,9
582,21012,10
583,21013,7
584,21020,1
585,21021,1
586,21022,1
587,21023,10
588,21030,1
589,21031,7
590,21032,1
591,21033,4
592,21100,10
593,21101,1
594,21102,9
595,21103,6
596,21110,1
597,21111,1
598,21112,6
599,21113,1
600,21120,10
601,21121,10
602,21122,10
603,21123,10
604,21130,8
605,21131,9
606,21132,9
607,21133,9
608,21200,9
609,21201,1
610,21202,10
611,21203,9
612,21210,4
613,21211,4
614,21212,9
615,21213,3
616,21220,1
617,21221,4
618,21222,10
619,21223,4
620,21230,3
621,21231,3
622,21232,3
623,21233,3
624,21300,10
625,21301,10
626,21302,10
627,21303,10
628,21310,1
629,21311,9
630,21312,9
631,21313,9
632,21320,7
633,21321,7
634,21322,7
635,21323,7
636,21330,6
637,21331,1
638,21332,4
639,21333,1
640,22000,1
641,22001,1
642,22002,1
643,22003,0
644,22010,9
645,22011,1
646,22012,4
647,22013,1
648,22020,7
649,22021,1
650,22022,3
651,22023,4
652,22030,1
653,22031,1
654,22032,3
655,22033,3
656,22100,1
657,22101,1
658,22102,1
659,22103,1
660,22110,4
661,22111,10
662,22112,2
663,22113,10
664,22120,4
665,22121,7
666,22122,3
667,22123,10
668,22130,10
669,22131,10
670,22132,10
671,22133,10
672,22200,3
673,22201,3
674,22202,3
675,22203,7
676,22210,9
677,22211,3
678,22212,3
679,22213,10
680,22220,7
681,22221,3
682,22222,3
683,22223,3
684,22230,9
685,22231,10
686,22232,10
687,22233,10
688,22300,10
689,22301,10
690,22302,10
691,22303,10
692,22310,10
693,22311,10
694,22312,10
695,22313,10
696,22320,10
697,22321,10
698,22322,10
699,22323,10
700,22330,10
701,22331,10
702,22332,10
703,22333,10
704,23000,10
705,23001,1
706,23002,10
707,23003,1
708,23010,3
709,23011,3
710,23012,7
711,23013,2
712,23020,10
713,23021,4
714,23022,10
715,23023,4
716,23030,4
717,23031,9
718,23032,1
719,23033,9
720,23100,7
721,23101,3
722,23102,7
723,23103,7
724,23110,1
725,23111,1
726,23112,1
727,23113,9
728,23120,5
729,23121,9
730,23122,9
731,23123,9
732,23130,1
733,23131,9
734,23132,1
735,23133,9
736,23200,4
737,23201,1
738,23202,1
739,23203,9
740,23210,9
741,23211,9
742,23212,9
743,23213,9
744,23220,4
745,23221,4
746,23222,9
747,23223,4
748,23230,4
749,23231,9
750,23232,7
751,23233,5
752,23300,9
753,23301,1
754,23302,9
755,23303,4
756,23310,1
757,23311,6
758,23312,6
759,23313,8
760,23320,8
761,23321,4
762,23322,6
763,23323,6
764,23330,0
765,23331,5
766,23332,8
767,23333,1
768,30000,10
769,30001,10
770,30002,10
771,30003,10
772,30010,9
773,30011,2
774,30012,10
775,30013,10
776,30020,6
777,30021,10
778,30022,10
779,30023,10
780,30030,9
781,30031,10
782,30032,10
783,30033,8
784,30100,2
785,30101,11
786,30102,9
787,30103,4
788,30110,2
789,30111,5
790,30112,4
791,30113,5
792,30120,10
793,30121,9
794,30122,9
795,30123,10
796,30130,10
797,30131,8
798,30132,10
799,30133,8
800,30200,6
801,30201,10
802,30202,1
803,30203,10
804,30210,10
805,30211,10
806,30212,10
807,30213,10
808,30220,1
809,30221,10
810,30222,8
811,30223,10
812,30230,10
813,30231,10
814,30232,9
815,30233,9
816,30300,10
817,30301,9
818,30302,4
819,30303,9
820,30310,8
821,30311,9
822,30312,9
823,30313,9
824,30320,10
825,30321,8
826,30322,9
827,30323,8
828,30330,9
829,30331,9
830,30332,9
831,30333,9
832,31000,5
833,31001,5
834,31002,5
835,31003,1
836,31010,3
837,31011,4
838,31012,9
839,31013,4
840,31020,10
841,31021,9
842,31022,9
843,31023,9
844,31030,9
845,31031,4
846,31032,9
847,31033,2
848,31100,4
849,31101,11
850,31102,7
851,31103,5
852,31110,4
853,31111,4
854,31112,4
855,31113,4
856,31120,4
857,31121,4
858,31122,2
859,31123,4
860,31130,4
861,31131,0
862,31132,10
863,31133,2
864,31200,1
865,31201,9
866,31202,9
867,31203,9
868,31210,9
869,31211,11
870,31212,10
871,31213,10
872,31220,9
873,31221,9
874,31222,9
875,31223,9
876,31230,10
877,31231,10
878,31232,9
879,31233,10
880,31300,2
881,31301,7
882,31302,7
883,31303,7
884,31310,2
885,31311,11
886,31312,4
887,31313,7
888,31320,11
889,31321,2
890,31322,11
891,31323,11
892,31330,4
893,31331,4
894,31332,11
895,31333,4
896,32000,8
897,32001,10
898,32002,8
899,32003,9
900,32010,10
901,32011,10
902,32012,9
903,32013,10
904,32020,8
905,32021,9
906,32022,8
907,32023,9
908,32030,4
909,32031,9
910,32032,4
911,32033,5
912,32100,9
913,32101,9
914,32102,8
915,32103,9
916,32110,9
917,32111,9
918,32112,5
919,32113,2
920,32120,5
921,32121,5
922,32122,8
923,32123,4
924,32130,3
925,32131,7
926,32132,7
927,32133,7
928,32200,8
929,32201,9
930,32202,10
931,32203,4
932,32210,9
933,32211,5
934,32212,5
935,32213,5
936,32220,10
937,32221,10
938,32222,9
939,32223,10
940,32230,5
941,32231,4
942,32232,5
943,32233,9
944,32300,9
945,32301,1
946,32302,9
947,32303,3
948,32310,4
949,32311,7
950,32312,2
951,32313,3
952,32320,9
953,32321,2
954,32322,4
955,32323,3
956,32330,2
957,32331,2
958,32332,3
959,32333,3
960,33000,9
961,33001,2
962,33002,7
963,33003,7
964,33010,2
965,33011,3
966,33012,3
967,33013,3
968,33020,7
969,33021,3
970,33022,7
971,33023,3
972,33030,3
973,33031,3
974,33032,3
975,33033,4
976,33100,3
977,33101,4
978,33102,3
979,33103,3
980,33110,11
981,33111,11
982,33112,11
983,33113,2
984,33120,3
985,33121,3
986,33122,11
987,33123,3
988,33130,3
989,33131,3
990,33132,3
991,33133,3
992,33200,3
993,33201,3
994,33202,2
995,33203,11
996,33210,11
997,33211,11
998,33212,2
999,33213,11
1000,33220,2
1001,33221,11
1002,33222,3
1003,33223,11
1004,33230,2
1005,33231,4
1006,33232,3
1007,33233,7
1008,33300,11
1009,33301,3
1010,33302,4
1011,33303,4
1012,33310,3
1013,33311,3
1014,33312,11
1015,33313,11
1016,33320,4
1017,33321,4
1018,33322,4
1019,33323,11
1020,33330,3
1021,33331,3
1022,33332,3
1023,33333,11
