,path,ans
792,030120,6
793,030121,17
794,030122,11
795,030123,10
796,030130,17
797,030131,11
798,030132,11
799,030133,11
800,030200,11
801,030201,11
802,030202,17
803,030203,6
804,030210,11
805,030211,17
806,030212,11
807,030213,17
808,030220,19
809,030221,19
810,030222,11
811,030223,11
812,030230,6
813,030231,11
814,030232,19
815,030233,19
816,030300,17
817,030301,17
818,030302,17
819,030303,11
820,030310,11
821,030311,10
822,030312,17
823,030313,19
824,030320,17
825,030321,17
826,030322,19
827,030323,17
828,030330,17
829,030331,11
830,030332,11
831,030333,17
832,031000,11
833,031001,11
834,031002,11
835,031003,11
836,031010,11
837,031011,10
838,031012,11
839,031013,12
840,031020,11
841,031021,11
842,031022,11
843,031023,11
844,031030,11
845,031031,11
846,031032,11
847,031033,11
848,031100,18
849,031101,19
850,031102,4
851,031103,6
852,031110,17
853,031111,11
854,031112,11
855,031113,19
856,031120,9
857,031121,2
858,031122,19
859,031123,17
860,031130,11
861,031131,17
862,031132,17
863,031133,17
864,031200,11
865,031201,11
866,031202,19
867,031203,11
868,031210,11
869,031211,11
870,031212,11
871,031213,11
872,031220,19
873,031221,17
874,031222,11
875,031223,19
876,031230,11
877,031231,17
878,031232,11
879,031233,11
880,031300,11
881,031301,11
882,031302,11
883,031303,11
884,031310,11
885,031311,19
886,031312,11
887,031313,19
888,031320,11
889,031321,19
890,031322,11
891,031323,19
892,031330,11
893,031331,15
894,031332,19
895,031333,2
896,032000,11
897,032001,11
898,032002,11
899,032003,11
900,032010,11
901,032011,11
902,032012,17
903,032013,19
904,032020,17
905,032021,19
906,032022,19
907,032023,11
908,032030,11
909,032031,17
910,032032,11
911,032033,11
912,032100,19
913,032101,11
914,032102,19
915,032103,11
916,032110,11
917,032111,11
918,032112,11
919,032113,11
920,032120,17
921,032121,19
922,032122,19
923,032123,11
924,032130,11
925,032131,11
926,032132,11
927,032133,11
928,032200,19
929,032201,19
930,032202,18
931,032203,19
932,032210,11
933,032211,19
934,032212,9
935,032213,10
936,032220,17
937,032221,17
938,032222,19
939,032223,6
940,032230,19
941,032231,6
942,032232,19
943,032233,10
944,032300,8
945,032301,10
946,032302,14
947,032303,14
948,032310,10
949,032311,11
950,032312,4
951,032313,19
952,032320,17
953,032321,4
954,032322,19
955,032323,8
956,032330,10
957,032331,8
958,032332,8
959,032333,17
960,033000,11
961,033001,19
962,033002,17
963,033003,6
964,033010,19
965,033011,19
966,033012,6
967,033013,19
968,033020,11
969,033021,17
970,033022,11
971,033023,11
972,033030,6
973,033031,19
974,033032,8
975,033033,17
976,033100,17
977,033101,17
978,033102,10
979,033103,8
980,033110,9
981,033111,7
982,033112,17
983,033113,2
984,033120,19
985,033121,19
986,033122,17
987,033123,13
988,033130,9
989,033131,9
990,033132,9
991,033133,9
992,033200,11
993,033201,8
994,033202,19
995,033203,17
996,033210,11
997,033211,17
998,033212,17
999,033213,19
1000,033220,2
1001,033221,17
1002,033222,19
1003,033223,11
1004,033230,11
1005,033231,11
1006,033232,11
1007,033233,17
1008,033300,9
1009,033301,10
1010,033302,17
1011,033303,2
1012,033310,8
1013,033311,9
1014,033312,9
1015,033313,15
1016,033320,17
1017,033321,17
1018,033322,11
1019,033323,17
1020,033330,9
1021,033331,9
1022,033332,9
1023,033333,9
1024,100000,11
1025,100001,17
1026,100002,11
1027,100003,19
1028,100010,11
1029,100011,17
1030,100012,11
1031,100013,11
1032,100020,11
1033,100021,19
1034,100022,11
1035,100023,11
1036,100030,11
1037,100031,11
1038,100032,11
1039,100033,19
1040,100100,17
1041,100101,19
1042,100102,11
1043,100103,11
1044,100110,11
1045,100111,17
1046,100112,11
1047,100113,11
1048,100120,11
1049,100121,11
1050,100122,17
1051,100123,11
1052,100130,11
1053,100131,11
1054,100132,11
1055,100133,11
1056,100200,17
1057,100201,11
1058,100202,11
1059,100203,19
1060,100210,19
1061,100211,11
1062,100212,11
1063,100213,11
1064,100220,11
1065,100221,11
1066,100222,11
1067,100223,11
1068,100230,11
1069,100231,11
1070,100232,17
1071,100233,19
1072,100300,11
1073,100301,17
1074,100302,17
1075,100303,11
1076,100310,11
1077,100311,17
1078,100312,19
1079,100313,11
1080,100320,17
1081,100321,11
1082,100322,11
1083,100323,17
1084,100330,11
1085,100331,11
1086,100332,11
1087,100333,11
1088,101000,11
1089,101001,17
1090,101002,11
1091,101003,17
1092,101010,17
1093,101011,15
1094,101012,11
1095,101013,7
1096,101020,11
1097,101021,11
1098,101022,17
1099,101023,11
1100,101030,17
1101,101031,7
1102,101032,17
1103,101033,17
1104,101100,15
1105,101101,11
1106,101102,7
1107,101103,7
1108,101110,11
1109,101111,7
1110,101112,9
1111,101113,17
1112,101120,17
1113,101121,17
1114,101122,6
1115,101123,6
1116,101130,17
1117,101131,10
1118,101132,6
1119,101133,6
1120,101200,11
1121,101201,11
1122,101202,17
1123,101203,7
1124,101210,7
1125,101211,17
1126,101212,15
1127,101213,17
1128,101220,19
1129,101221,19
1130,101222,11
1131,101223,15
1132,101230,17
1133,101231,17
1134,101232,17
1135,101233,6
1136,101300,6
1137,101301,6
1138,101302,11
1139,101303,6
1140,101310,19
1141,101311,6
1142,101312,6
1143,101313,6
1144,101320,6
1145,101321,6
1146,101322,6
1147,101323,10
1148,101330,17
1149,101331,17
1150,101332,19
1151,101333,17
1152,102000,17
1153,102001,17
1154,102002,17
1155,102003,11
1156,102010,11
1157,102011,11
1158,102012,11
1159,102013,11
1160,102020,17
1161,102021,11
1162,102022,11
1163,102023,11
1164,102030,11
1165,102031,11
1166,102032,11
1167,102033,19
1168,102100,11
1169,102101,11
1170,102102,10
1171,102103,17
1172,102110,11
1173,102111,19
1174,102112,11
1175,102113,17
1176,102120,11
1177,102121,17
1178,102122,11
1179,102123,19
1180,102130,19
1181,102131,17
1182,102132,19
1183,102133,17
1184,102200,6
1185,102201,11
1186,102202,11
1187,102203,17
1188,102210,17
1189,102211,19
1190,102212,17
1191,102213,19
1192,102220,19
1193,102221,9
1194,102222,11
1195,102223,17
1196,102230,17
1197,102231,19
1198,102232,11
1199,102233,2
1200,102300,19
1201,102301,11
1202,102302,11
1203,102303,17
1204,102310,11
1205,102311,11
1206,102312,11
1207,102313,8
1208,102320,17
1209,102321,17
1210,102322,11
1211,102323,19
1212,102330,10
1213,102331,17
1214,102332,10
1215,102333,9
1216,103000,11
1217,103001,15
1218,103002,17
1219,103003,17
1220,103010,17
1221,103011,6
1222,103012,17
1223,103013,10
1224,103020,17
1225,103021,11
1226,103022,17
1227,103023,8
1228,103030,8
1229,103031,10
1230,103032,17
1231,103033,9
1232,103100,19
1233,103101,17
1234,103102,17
1235,103103,19
1236,103110,11
1237,103111,11
1238,103112,11
1239,103113,10
1240,103120,14
1241,103121,18
1242,103122,19
1243,103123,11
1244,103130,11
1245,103131,10
1246,103132,19
1247,103133,10
1248,103200,10
1249,103201,15
1250,103202,17
1251,103203,17
1252,103210,9
1253,103211,1
1254,103212,9
1255,103213,8
1256,103220,2
1257,103221,8
1258,103222,19
1259,103223,10
1260,103230,19
1261,103231,19
1262,103232,13
1263,103233,8
1264,103300,10
1265,103301,6
1266,103302,14
1267,103303,10
1268,103310,19
1269,103311,18
1270,103312,19
1271,103313,19
1272,103320,14
1273,103321,14
1274,103322,19
1275,103323,14
1276,103330,19
1277,103331,18
1278,103332,10
1279,103333,4
1280,110000,14
1281,110001,11
1282,110002,19
1283,110003,17
1284,110010,17
1285,110011,19
1286,110012,11
1287,110013,19
1288,110020,6
1289,110021,19
1290,110022,6
1291,110023,17
1292,110030,17
1293,110031,17
1294,110032,17
1295,110033,19
1296,110100,17
1297,110101,8
1298,110102,19
1299,110103,6
1300,110110,18
1301,110111,14
1302,110112,14
1303,110113,6
1304,110120,19
1305,110121,14
1306,110122,4
1307,110123,4
1308,110130,14
1309,110131,6
1310,110132,12
1311,110133,10
1312,110200,19
1313,110201,19
1314,110202,19
1315,110203,14
1316,110210,19
1317,110211,10
1318,110212,19
1319,110213,10
1320,110220,14
1321,110221,11
1322,110222,11
1323,110223,14
1324,110230,10
1325,110231,19
1326,110232,17
1327,110233,6
1328,110300,19
1329,110301,10
1330,110302,17
1331,110303,10
1332,110310,19
1333,110311,19
1334,110312,4
1335,110313,8
1336,110320,6
1337,110321,19
1338,110322,4
1339,110323,17
1340,110330,10
1341,110331,18
1342,110332,18
1343,110333,18
1344,111000,14
1345,111001,14
1346,111002,19
1347,111003,10
1348,111010,19
1349,111011,10
1350,111012,14
1351,111013,19
1352,111020,6
1353,111021,10
1354,111022,6
1355,111023,10
1356,111030,6
1357,111031,19
1358,111032,19
1359,111033,14
1360,111100,17
1361,111101,10
1362,111102,19
1363,111103,11
1364,111110,17
1365,111111,17
1366,111112,17
1367,111113,9
1368,111120,19
1369,111121,17
1370,111122,17
1371,111123,19
1372,111130,8
1373,111131,11
1374,111132,15
1375,111133,9
1376,111200,6
1377,111201,6
1378,111202,10
1379,111203,10
1380,111210,19
1381,111211,6
1382,111212,6
1383,111213,19
1384,111220,18
1385,111221,10
1386,111222,10
1387,111223,12
1388,111230,19
1389,111231,19
1390,111232,17
1391,111233,9
1392,111300,15
1393,111301,15
1394,111302,15
1395,111303,9
1396,111310,9
1397,111311,15
1398,111312,9
1399,111313,17
1400,111320,15
1401,111321,11
1402,111322,9
1403,111323,9
1404,111330,9
1405,111331,15
1406,111332,15
1407,111333,7
1408,112000,4
1409,112001,4
1410,112002,19
1411,112003,4
1412,112010,10
1413,112011,13
1414,112012,10
1415,112013,4
1416,112020,10
1417,112021,10
1418,112022,13
1419,112023,10
1420,112030,4
1421,112031,18
1422,112032,10
1423,112033,11
1424,112100,4
1425,112101,18
1426,112102,6
1427,112103,19
1428,112110,18
1429,112111,10
1430,112112,4
1431,112113,19
1432,112120,4
1433,112121,4
1434,112122,19
1435,112123,4
1436,112130,4
1437,112131,19
1438,112132,4
1439,112133,10
1440,112200,18
1441,112201,19
1442,112202,19
1443,112203,19
1444,112210,19
1445,112211,19
1446,112212,4
1447,112213,4
1448,112220,17
1449,112221,19
1450,112222,19
1451,112223,4
1452,112230,19
1453,112231,4
1454,112232,4
1455,112233,14
1456,112300,17
1457,112301,10
1458,112302,10
1459,112303,10
1460,112310,10
1461,112311,12
1462,112312,19
1463,112313,19
1464,112320,4
1465,112321,4
1466,112322,6
1467,112323,19
1468,112330,19
1469,112331,19
1470,112332,18
1471,112333,19
1472,113000,10
1473,113001,15
1474,113002,17
1475,113003,9
1476,113010,17
1477,113011,9
1478,113012,17
1479,113013,9
1480,113020,17
1481,113021,19
1482,113022,19
1483,113023,17
1484,113030,15
1485,113031,11
1486,113032,19
1487,113033,11
1488,113100,17
1489,113101,17
1490,113102,11
1491,113103,19
1492,113110,15
1493,113111,7
1494,113112,17
1495,113113,19
1496,113120,15
1497,113121,10
1498,113122,11
1499,113123,17
1500,113130,15
1501,113131,11
1502,113132,17
1503,113133,19
1504,113200,19
1505,113201,14
1506,113202,19
1507,113203,4
1508,113210,17
1509,113211,18
1510,113212,4
1511,113213,19
1512,113220,19
1513,113221,19
1514,113222,19
1515,113223,6
1516,113230,19
1517,113231,17
1518,113232,19
1519,113233,11
1520,113300,19
1521,113301,17
1522,113302,19
1523,113303,14
1524,113310,9
1525,113311,19
1526,113312,6
1527,113313,19
1528,113320,19
1529,113321,9
1530,113322,19
1531,113323,17
1532,113330,19
1533,113331,17
1534,113332,10
1535,113333,19
1536,120000,17
1537,120001,11
1538,120002,19
1539,120003,11
1540,120010,11
1541,120011,17
1542,120012,11
1543,120013,19
1544,120020,19
1545,120021,19
1546,120022,11
1547,120023,17
1548,120030,19
1549,120031,9
1550,120032,9
1551,120033,9
1552,120100,11
1553,120101,9
1554,120102,9
1555,120103,9
1556,120110,17
1557,120111,10
1558,120112,17
1559,120113,10
1560,120120,9
1561,120121,9
1562,120122,9
1563,120123,9
1564,120130,11
1565,120131,11
1566,120132,19
1567,120133,19
1568,120200,17
1569,120201,2
1570,120202,9
1571,120203,2
1572,120210,9
1573,120211,9
1574,120212,2
1575,120213,9
1576,120220,9
1577,120221,9
1578,120222,9
1579,120223,9
1580,120230,9
1581,120231,9
1582,120232,9
1583,120233,9
1584,120300,9
1585,120301,10
1586,120302,9
1587,120303,10
1588,120310,10
1589,120311,19
1590,120312,4
1591,120313,4
1592,120320,9
1593,120321,17
1594,120322,9
1595,120323,15
1596,120330,18
1597,120331,18
1598,120332,17
1599,120333,4
1600,121000,14
1601,121001,14
1602,121002,19
1603,121003,10
1604,121010,12
1605,121011,19
1606,121012,10
1607,121013,13
1608,121020,19
1609,121021,6
1610,121022,17
1611,121023,17
1612,121030,11
1613,121031,11
1614,121032,17
1615,121033,17
1616,121100,17
1617,121101,14
1618,121102,11
1619,121103,14
1620,121110,14
1621,121111,19
1622,121112,17
1623,121113,17
1624,121120,19
1625,121121,14
1626,121122,9
1627,121123,19
1628,121130,11
1629,121131,17
1630,121132,17
1631,121133,6
1632,121200,19
1633,121201,19
1634,121202,18
1635,121203,19
1636,121210,11
1637,121211,19
1638,121212,14
1639,121213,14
1640,121220,18
1641,121221,14
1642,121222,19
1643,121223,19
1644,121230,14
1645,121231,14
1646,121232,14
1647,121233,14
1648,121300,19
1649,121301,17
1650,121302,19
1651,121303,11
1652,121310,17
1653,121311,19
1654,121312,15
1655,121313,17
1656,121320,19
1657,121321,15
1658,121322,19
1659,121323,17
1660,121330,17
1661,121331,17
1662,121332,11
1663,121333,17
1664,122000,9
1665,122001,9
1666,122002,9
1667,122003,9
1668,122010,9
1669,122011,9
1670,122012,9
1671,122013,9
1672,122020,9
1673,122021,9
1674,122022,9
1675,122023,9
1676,122030,9
1677,122031,9
1678,122032,9
1679,122033,9
1680,122100,9
1681,122101,15
1682,122102,9
1683,122103,15
1684,122110,9
1685,122111,10
1686,122112,18
1687,122113,9
1688,122120,9
1689,122121,17
1690,122122,9
1691,122123,9
1692,122130,12
1693,122131,9
1694,122132,6
1695,122133,2
1696,122200,15
1697,122201,9
1698,122202,9
1699,122203,17
1700,122210,9
1701,122211,9
1702,122212,15
1703,122213,9
1704,122220,15
1705,122221,9
1706,122222,15
1707,122223,15
1708,122230,19
1709,122231,15
1710,122232,15
1711,122233,17
1712,122300,17
1713,122301,9
1714,122302,9
1715,122303,9
1716,122310,19
1717,122311,17
1718,122312,19
1719,122313,18
1720,122320,9
1721,122321,9
1722,122322,15
1723,122323,9
1724,122330,11
1725,122331,17
1726,122332,19
1727,122333,9
1728,123000,19
1729,123001,10
1730,123002,2
1731,123003,17
1732,123010,19
1733,123011,19
1734,123012,19
1735,123013,10
1736,123020,9
1737,123021,19
1738,123022,17
1739,123023,11
1740,123030,19
1741,123031,19
1742,123032,19
1743,123033,17
1744,123100,18
1745,123101,19
1746,123102,19
1747,123103,11
1748,123110,9
1749,123111,11
1750,123112,19
1751,123113,8
1752,123120,6
1753,123121,11
1754,123122,6
1755,123123,11
1756,123130,17
1757,123131,9
1758,123132,17
1759,123133,17
1760,123200,17
1761,123201,9
1762,123202,18
1763,123203,9
1764,123210,15
1765,123211,11
1766,123212,17
1767,123213,19
1768,123220,17
1769,123221,9
1770,123222,9
1771,123223,9
1772,123230,9
1773,123231,19
1774,123232,17
1775,123233,10
1776,123300,17
1777,123301,17
1778,123302,19
1779,123303,9
1780,123310,17
1781,123311,17
1782,123312,9
1783,123313,17
1784,123320,2
1785,123321,9
1786,123322,19
1787,123323,9
1788,123330,9
1789,123331,9
1790,123332,9
1791,123333,9
1792,130000,19
1793,130001,19
1794,130002,6
1795,130003,17
1796,130010,10
1797,130011,11
1798,130012,19
1799,130013,19
1800,130020,11
1801,130021,11
1802,130022,6
1803,130023,19
1804,130030,10
1805,130031,10
1806,130032,11
1807,130033,8
1808,130100,19
1809,130101,17
1810,130102,10
1811,130103,19
1812,130110,18
1813,130111,19
1814,130112,11
1815,130113,10
1816,130120,19
1817,130121,6
1818,130122,19
1819,130123,19
1820,130130,19
1821,130131,19
1822,130132,18
1823,130133,13
1824,130200,6
1825,130201,19
1826,130202,17
1827,130203,17
1828,130210,19
1829,130211,6
1830,130212,14
1831,130213,14
1832,130220,17
1833,130221,17
1834,130222,15
1835,130223,17
1836,130230,14
1837,130231,19
1838,130232,6
1839,130233,10
1840,130300,6
1841,130301,19
1842,130302,6
1843,130303,18
1844,130310,18
1845,130311,4
1846,130312,18
1847,130313,19
1848,130320,19
1849,130321,12
1850,130322,19
1851,130323,17
1852,130330,4
1853,130331,19
1854,130332,19
1855,130333,19
1856,131000,19
1857,131001,6
1858,131002,4
1859,131003,10
1860,131010,19
1861,131011,11
1862,131012,6
1863,131013,19
1864,131020,18
1865,131021,19
1866,131022,19
1867,131023,11
1868,131030,19
1869,131031,9
1870,131032,17
1871,131033,19
1872,131100,17
